"city_id","year","country_id","transport_co2","total_co2","cp_active","lez_active","cp_impl_year","lez_impl_year","cp_announce_year","lez_announce_year","population","pop_density","gdp_pc","unemployment","education_share","public_transit_score","road_km_pc","tourism_intensity","logistics_activity","pm25","political_green","fiscal_capacity","electoral_competitiveness","ngo_environment_index","national_climate_pact","electricity_price","fuel_price","temp_anomaly","precip","heating_degree_days","renewable_electricity_share","fleet_diesel_share","fleet_petrol_share","fleet_electric_share","industry_manufacturing","industry_services","industry_logistics","industry_public","area_km2","elevation","coastal","latitude_zone","museum_visitors_pc","library_count","streetlight_density","fountain_count","bench_count_pc","flagpole_count","sister_city_count"
"city_001",2008,"country_09",1392.9,9504.3,0,0,2018,0,2017,0,525740,3298.2,32492,6.69,37.87,51.5,6.4,1.44,116.1,24.02,0.322,0.3724,0.3635,40.6,0,110.3,1.515,-0.32,718,3105,29.82,0.3876,0.5824,0.03,0.2314,0.3968,0.2079,0.1639,159.4,251,0,2,1.77,2,77.6,9,11.18,5,6
"city_001",2009,"country_09",1441.9,9690.7,0,0,2018,0,2017,0,532347,3339.7,33001,6.87,36.78,52.1,5.87,1.58,120.7,24.47,0.332,0.3282,0.3378,41.8,0,116,1.499,-0.01,742,3031,30.9,0.4098,0.5597,0.0305,0.2338,0.3997,0.2041,0.1623,159.4,251,0,2,1.66,2,76.6,9,11.37,5,6
"city_001",2010,"country_09",1446.3,9711,0,0,2018,0,2017,0,540086,3388.2,33617,6.95,35.15,51.8,5.47,1.86,119.6,24.01,0.3282,0.354,0.3844,42.3,0,121.3,1.504,-0.05,799,3072,31.51,0.4061,0.569,0.0249,0.233,0.4011,0.2064,0.1595,159.4,251,0,2,1.51,2,75.4,9,11.22,6,6
"city_001",2011,"country_09",1381.4,9367.4,0,0,2018,0,2017,0,545196,3420.3,33542,6.69,34.2,52.1,5.25,1.86,111.9,23.42,0.3344,0.3694,0.5173,44.7,0,125.5,1.514,0.22,845,3034,32.05,0.4066,0.5714,0.022,0.2331,0.4019,0.2054,0.1596,159.4,251,0,2,1.66,2,77.2,9,11.17,6,7
"city_001",2012,"country_09",1348.5,9387.4,0,0,2018,0,2017,0,551778,3461.6,33779,6.66,34.09,54,5.07,2.12,118.2,24.81,0.3157,0.4154,0.5644,37.4,0,119.4,1.508,-0.31,811,3115,31.86,0.413,0.5639,0.023,0.2323,0.4012,0.2065,0.1601,159.4,251,0,2,1.5,2,77,9,11.46,7,7
"city_001",2013,"country_09",1374.8,9534.7,0,0,2018,0,2017,0,556599,3491.8,34424,6.12,34.54,55,4.97,2.2,117.1,22.78,0.3064,0.4202,0.599,42.9,0,122.7,1.516,0.27,750,3131,32.02,0.4236,0.553,0.0234,0.2309,0.4012,0.2056,0.1623,159.4,251,0,2,1.5,2,74.2,10,11.33,7,7
"city_001",2014,"country_09",1425.4,9348.2,0,0,2018,0,2017,0,563498,3535.1,35116,6.27,34.23,54.7,4.61,2.47,119.3,22.12,0.305,0.3832,0.5928,39.7,0,125.7,1.524,0.25,776,3147,31.11,0.4158,0.5584,0.0258,0.2316,0.4001,0.2036,0.1648,159.4,251,0,2,1.68,2,74.4,10,11.36,7,7
"city_001",2015,"country_09",1435.8,9503.3,0,0,2018,0,2017,0,569306,3571.6,34970,6.57,33.46,54.5,4.66,2.67,110,20.89,0.2957,0.3395,0.6027,42.8,0,128,1.526,0.08,718,3115,32.08,0.4151,0.5561,0.0288,0.2334,0.3972,0.2032,0.1662,159.4,251,0,2,1.58,2,73.2,10,11.32,8,7
"city_001",2016,"country_09",1366.8,9338.1,0,0,2018,0,2017,0,574474,3604,35375,6.45,32.75,53.8,4.48,2.46,117.1,17.51,0.2595,0.3866,0.523,49.5,0,130.4,1.54,-0.03,798,3063,33.83,0.3987,0.5741,0.0271,0.2348,0.3955,0.2011,0.1686,159.4,251,0,2,1.76,2,74.7,11,11.14,9,8
"city_001",2017,"country_09",1405.9,9280.5,0,0,2018,0,2017,0,583224,3658.9,36085,6.38,32.65,52,4.54,2.73,112.3,18.27,0.2476,0.3611,0.4815,51.9,0,131,1.573,0.1,741,3013,34.43,0.3994,0.5741,0.0266,0.2337,0.3962,0.1998,0.1703,159.4,251,0,2,1.86,2,73.9,11,10.9,9,8
"city_001",2018,"country_09",1431.1,8396,1,0,2018,0,2017,0,591407,3710.2,36339,6.63,32,52,4.59,2.77,116.2,17.34,0.2615,0.3647,0.4482,54.3,0,132.1,1.589,0.64,726,3054,35.84,0.3808,0.5844,0.0348,0.2336,0.3961,0.2013,0.1689,159.4,251,0,2,1.9,2,75.2,11,10.58,9,8
"city_001",2019,"country_09",1250.8,8425.8,1,0,2018,0,2017,0,597308,3747.2,36699,6.61,31.39,53.6,4.5,2.79,113.9,16.91,0.3067,0.3932,0.4448,67.5,0,139.3,1.61,0.13,754,3103,36.91,0.383,0.572,0.045,0.2346,0.3943,0.1992,0.1719,159.4,251,0,2,1.69,2,71.9,11,10.33,9,8
"city_001",2020,"country_09",1211.4,8432.6,1,0,2018,0,2017,0,603874,3788.4,37028,6.51,32.31,55.3,4.41,2.93,112.1,18.47,0.3017,0.3509,0.4232,60.9,0,139.3,1.616,0.15,746,3120,36.98,0.3885,0.5587,0.0528,0.2364,0.3941,0.1987,0.1708,159.4,251,0,2,1.7,2,72.3,11,10.17,9,8
"city_001",2021,"country_09",1168,8328,1,0,2018,0,2017,0,610313,3828.8,38143,6.69,32.74,53.8,4.41,2.94,113.4,19.85,0.303,0.3327,0.4093,63.5,0,140.2,1.635,0.38,816,3115,37.22,0.3655,0.5735,0.061,0.2329,0.3943,0.2006,0.1722,159.4,251,0,2,1.71,2,73,12,10.07,9,8
"city_001",2022,"country_09",1192.9,8314.1,1,0,2018,0,2017,0,616143,3865.4,38564,6.98,33.04,52.3,4.17,2.8,107.3,20.87,0.2767,0.3883,0.4309,68.6,0,217.9,1.674,0.58,825,3108,37.39,0.3623,0.5631,0.0746,0.2314,0.393,0.2001,0.1754,159.4,251,0,2,1.89,2,74,12,10.17,9,8
"city_001",2023,"country_09",1149.3,8131.1,1,0,2018,0,2017,0,623317,3910.4,39489,6.98,32.42,54.2,4.23,2.68,99.7,20.54,0.2997,0.3921,0.5542,68.9,0,213.4,1.663,0.49,763,3067,37.99,0.3474,0.5685,0.0841,0.2317,0.3906,0.2013,0.1763,159.4,251,0,2,1.82,2,75.6,12,10.18,9,8
"city_001",2024,"country_09",1093.3,7797.5,1,0,2018,0,2017,0,629042,3946.3,39806,6.86,33.28,53.3,4.19,2.62,87.7,19.4,0.3347,0.3629,0.5833,48.2,0,198.9,1.681,0.44,797,3037,38.47,0.3462,0.5599,0.0939,0.232,0.389,0.2024,0.1766,159.4,251,0,2,1.73,2,73.6,12,10.82,9,9
"city_002",2008,"country_01",1082.2,7542.3,0,0,0,0,0,0,496113,706.1,33724,5.49,35.68,56,4.65,1.71,98.4,22.65,0.1368,0.7448,0.4557,59.6,0,117.8,1.451,-0.1,680,2938,27.09,0.3269,0.6431,0.03,0.1541,0.3143,0.2506,0.281,702.6,229,0,1,2.09,2,71,5,5.08,2,6
"city_002",2009,"country_01",993.6,7557.8,0,0,0,0,0,0,498011,708.8,32576,6.08,34.98,55.2,4.64,2.01,104.3,21.45,0.1725,0.7198,0.4167,59,0,114.8,1.458,-0.24,638,2946,26.58,0.3222,0.6476,0.0302,0.1515,0.3186,0.2485,0.2814,702.6,229,0,1,2.09,2,69.4,5,5.21,2,7
"city_002",2010,"country_01",942.4,7392.5,0,0,0,0,0,0,502823,715.7,33411,6.3,34.19,56.2,4.57,2.23,98.7,22.51,0.1867,0.6508,0.4555,61.9,0,115.8,1.436,0.34,687,2913,27.67,0.3188,0.6492,0.0321,0.1538,0.3161,0.2494,0.2808,702.6,229,0,1,2.26,2,70.5,5,5.35,2,7
"city_002",2011,"country_01",962.6,7492.1,0,0,0,0,0,0,503999,717.3,34779,6.03,33.97,55.8,4.65,2.13,94.3,23.5,0.1711,0.6226,0.5095,51.8,0,121.7,1.457,0.61,698,2918,25.27,0.3459,0.6229,0.0313,0.1515,0.3154,0.2521,0.281,702.6,229,0,1,2.3,2,70.7,6,5.49,2,7
"city_002",2012,"country_01",987.4,7394.4,0,0,0,0,0,0,508267,723.4,34882,6.05,33.52,57.9,4.56,2.06,93,25.74,0.1853,0.5491,0.5029,45.3,0,124.5,1.476,0.42,717,2909,26.16,0.3648,0.6017,0.0335,0.1522,0.317,0.2484,0.2824,702.6,229,0,1,2.22,2,74.3,7,5.34,2,7
"city_002",2013,"country_01",988.8,7489.3,0,0,0,0,0,0,509559,725.2,35360,6.4,31.46,60.2,4.69,1.75,91.7,25.02,0.1981,0.4792,0.4668,49.8,0,130.4,1.483,0.46,602,2900,25.89,0.3626,0.6059,0.0315,0.1556,0.3174,0.2413,0.2857,702.6,229,0,1,2.13,2,72.5,7,5.19,2,8
"city_002",2014,"country_01",1087.8,7447.7,0,0,0,0,0,0,511225,727.6,35971,6.51,31.16,59.1,4.74,1.94,86.2,23.81,0.2237,0.4699,0.4739,42.9,0,129.6,1.492,0.36,670,2871,25.13,0.3638,0.6056,0.0306,0.1563,0.315,0.2397,0.289,702.6,229,0,1,1.93,2,72.9,7,5.18,2,8
"city_002",2015,"country_01",1047,7640,0,0,0,0,0,0,512825,729.9,35378,6.65,31.37,58,4.83,2.11,92.1,24.83,0.2374,0.4577,0.4952,45.1,0,131.8,1.506,0.33,657,2920,25.74,0.3663,0.5991,0.0346,0.1583,0.3128,0.2388,0.2902,702.6,229,0,1,1.81,2,72.2,7,5.4,2,9
"city_002",2016,"country_01",1100.4,7269.2,0,0,0,0,0,0,516717,735.4,35721,6.42,31.42,59.2,5.17,2.01,93.1,22.92,0.2206,0.4732,0.5,38.1,0,129.3,1.524,0.39,720,2871,26.68,0.3667,0.5922,0.0411,0.161,0.3153,0.2389,0.2848,702.6,229,0,1,1.69,2,70.4,7,5.41,2,9
"city_002",2017,"country_01",1116.7,7420.5,0,0,0,0,0,0,518385,737.8,36140,6.99,32.12,58.8,5.32,2.31,95.2,22.73,0.2302,0.4277,0.546,40.9,0,134.2,1.55,0.35,739,2977,26.41,0.3741,0.5843,0.0415,0.1628,0.3181,0.2365,0.2825,702.6,229,0,1,1.61,2,68.3,7,5.67,2,9
"city_002",2018,"country_01",1090.9,7286.1,0,0,0,0,0,0,521773,742.6,35396,6.98,32.01,59.1,5.34,2.68,89.4,24.79,0.2424,0.4482,0.5357,35.1,0,138.6,1.551,0.08,804,3032,27.66,0.362,0.5802,0.0578,0.164,0.3184,0.2354,0.2821,702.6,229,0,1,1.62,2,68.3,7,5.84,2,9
"city_002",2019,"country_01",1083.5,7381.9,0,0,0,0,0,0,523903,745.7,36301,7.11,33.03,58.2,5.31,2.83,92.8,25.67,0.2361,0.4354,0.5142,38.1,0,139.8,1.547,-0.12,691,2964,27.19,0.361,0.5709,0.0681,0.1614,0.3215,0.2341,0.2831,702.6,229,0,1,1.66,2,66.9,7,5.99,3,9
"city_002",2020,"country_01",1111,7308.6,0,0,0,0,0,0,526050,748.7,37087,7.37,32.45,60.8,5.26,2.73,90.5,24,0.2452,0.3697,0.5287,44.2,0,139.7,1.559,0.12,715,2962,27.7,0.3434,0.5806,0.0761,0.1628,0.3202,0.2331,0.2839,702.6,229,0,1,1.84,2,67,7,6.17,3,9
"city_002",2021,"country_01",1127.7,7192.1,0,0,0,0,0,0,531378,756.3,37479,7.24,32.15,59.7,5.02,2.82,96,24.17,0.2218,0.3783,0.5815,38.8,0,142,1.583,0.01,736,3031,29.96,0.337,0.5718,0.0912,0.1657,0.3193,0.2341,0.2809,702.6,229,0,1,1.85,2,67.2,8,5.99,3,9
"city_002",2022,"country_01",1127.8,7351.6,0,0,0,0,0,0,535166,761.7,38338,7.06,32.54,58.5,4.73,2.95,93.8,23.22,0.2413,0.3565,0.5688,49.3,0,221.7,1.625,0.32,707,2974,32.23,0.3246,0.5738,0.1016,0.1636,0.3194,0.2341,0.2829,702.6,229,0,1,1.69,2,64.7,8,6.07,3,9
"city_002",2023,"country_01",1208.4,7381.4,0,0,0,0,0,0,539543,767.9,39343,6.76,32.9,58.9,4.65,2.93,101.6,23.39,0.2352,0.348,0.5389,59.9,0,222.3,1.643,0.07,758,2985,32.53,0.2964,0.59,0.1136,0.1636,0.3201,0.2327,0.2836,702.6,229,0,1,1.63,2,63.1,8,6.17,3,9
"city_002",2024,"country_01",1158.2,7668.9,0,0,0,0,0,0,541490,770.7,39521,6.68,33.97,60.5,4.63,2.87,99.9,22.95,0.2563,0.4298,0.5633,57,0,201.7,1.654,0.39,765,2944,32.26,0.3019,0.5693,0.1288,0.1639,0.3211,0.2314,0.2835,702.6,229,0,1,1.69,2,63.4,8,5.86,3,9
"city_003",2008,"country_06",3727,20965,0,0,2012,2014,2011,2013,1645845,6750.8,45233,5.84,31.21,67.6,4.73,2.86,88,28.32,0.3167,0.2644,0.4741,31.5,0,120,1.392,-0.79,761,2933,20.73,0.363,0.607,0.03,0.198,0.1914,0.4526,0.158,243.8,326,1,1,1.89,3,47.5,8,5.22,4,5
"city_003",2009,"country_06",3757.8,21579.2,0,0,2012,2014,2011,2013,1638378,6720.2,45374,6.3,31.69,67.8,4.76,2.84,93.4,29.7,0.2866,0.2782,0.4908,33,0,125.3,1.397,-0.5,741,2917,19.42,0.348,0.6235,0.0285,0.1969,0.1919,0.4539,0.1573,243.8,326,1,1,1.83,3,48.1,8,5.39,4,5
"city_003",2010,"country_06",3995.9,22734.7,0,0,2012,2014,2011,2013,1631290,6691.1,45114,5.92,31.72,67.6,4.62,3.05,96.9,28.51,0.2758,0.2182,0.4626,35.9,0,132.9,1.397,-1.09,723,2931,19.85,0.351,0.6179,0.0311,0.1963,0.1955,0.4533,0.1549,243.8,326,1,1,1.79,3,47.1,8,5.51,4,6
"city_003",2011,"country_06",3926.8,22557.3,0,0,2012,2014,2011,2013,1625424,6667,44941,5.37,31.34,67.3,4.45,3.15,98.2,28.73,0.2713,0.261,0.4852,34.2,0,130.6,1.423,-0.83,716,2939,20.47,0.3558,0.6127,0.0315,0.1927,0.1984,0.4511,0.1578,243.8,326,1,1,2.02,3,43.9,9,5.88,4,6
"city_003",2012,"country_06",3650.9,20586.1,1,0,2012,2014,2011,2013,1623693,6659.9,45747,5.42,32.97,67.5,4.61,3.15,112.1,30.62,0.2544,0.2613,0.4331,39.6,0,128.9,1.434,-0.55,675,2909,18.68,0.3705,0.5977,0.0317,0.1926,0.199,0.4505,0.1579,243.8,326,1,1,2.03,3,43.2,9,6.09,4,6
"city_003",2013,"country_06",3380.1,18883.5,1,0,2012,2014,2011,2013,1610870,6607.3,46457,5.48,32.67,68,4.5,3.21,117.2,30.7,0.2675,0.2327,0.4186,50.6,0,135.7,1.447,-0.62,627,2941,18.13,0.3664,0.5948,0.0388,0.1912,0.1992,0.45,0.1596,243.8,326,1,1,1.99,3,42.7,9,5.98,5,6
"city_003",2014,"country_06",2491.1,17593.2,1,1,2012,2014,2011,2013,1605892,6586.9,47749,5.71,33.16,68.8,4.43,3.45,115.2,30.11,0.2538,0.2231,0.4195,56.6,0,140.5,1.47,-0.43,712,2979,18.77,0.3745,0.5846,0.0409,0.1908,0.1998,0.45,0.1594,243.8,326,1,1,2.09,3,42.7,9,6,5,7
"city_003",2015,"country_06",2072,15267.9,1,1,2012,2014,2011,2013,1601427,6568.6,47805,5.92,33.24,67.5,4.31,3.68,117,27.61,0.2602,0.269,0.4226,62.5,0,138.5,1.45,-0.46,788,3004,19.77,0.3738,0.5824,0.0439,0.195,0.2009,0.4468,0.1573,243.8,326,1,1,2.08,3,43.8,9,6,5,7
